MS3_id	ipro_id	ipro_descr
MS3_07937	IPR000433	Zinc finger, ZZ-type
MS3_07937	IPR015153	EF-hand domain, type 1
MS3_07937	IPR015154	EF-hand domain, type 2
MS3_07941	IPR019328	GPI-GlcNAc transferase complex, PIG-H component, conserved domain
MS3_07942	IPR000719	Protein kinase domain
MS3_07944	IPR001650	Helicase, C-terminal
MS3_07944	IPR011545	DEAD/DEAH box helicase domain
MS3_07946	IPR001648	Ribosomal protein S18
MS3_07950	IPR001107	Band 7 domain
MS3_07951	IPR005161	Ku70/Ku80, N-terminal alpha/beta
MS3_07951	IPR006164	Ku70/Ku80 beta-barrel domain
MS3_07951	IPR014893	Ku, C-terminal
MS3_07952	IPR007632	Anoctamin
MS3_07952	IPR032394	Anoctamin, dimerisation domain
MS3_07953	IPR003439	ABC transporter-like
MS3_07953	IPR011527	ABC transporter type 1, transmembrane domain
MS3_07956	IPR012419	Cas1p 10 TM acyl transferase domain
MS3_07957	IPR009073	Co-chaperone HscB, C-terminal oligomerisation domain
MS3_07958	IPR011531	Bicarbonate transporter, C-terminal
MS3_07959	IPR015415	Vps4 oligomerisation, C-terminal
MS3_07961	IPR001623	DnaJ domain
MS3_07963	IPR022755	Zinc finger, double-stranded RNA binding
MS3_07964	IPR000884	Thrombospondin type-1 (TSP1) repeat
MS3_07964	IPR002223	Pancreatic trypsin inhibitor Kunitz domain
MS3_07964	IPR009465	Spondin, N-terminal
MS3_07965	IPR001660	Sterile alpha motif domain
MS3_07965	IPR032393	Stromal interaction molecule, Orai1-activating region
MS3_07966	IPR018499	Tetraspanin/Peripherin
MS3_07967	IPR005502	ADP-ribosylation/Crystallin J1
MS3_07968	IPR003874	CDC45 family
MS3_07969	IPR000352	Peptide chain release factor class I/class II
MS3_07969	IPR005139	Peptide chain release factor
MS3_07970	IPR008331	Ferritin/DPS protein domain
MS3_07971	IPR004367	Cyclin, C-terminal domain
MS3_07971	IPR006671	Cyclin, N-terminal
MS3_07972	IPR008331	Ferritin/DPS protein domain
MS3_07973	IPR019396	Transmembrane Fragile-X-F-associated protein
MS3_07974	IPR001478	PDZ domain
MS3_07975	IPR001478	PDZ domain
MS3_07976	IPR002013	SAC domain
MS3_07979	IPR001451	Hexapeptide repeat
MS3_07980	IPR007866	TRIC channel
MS3_07981	IPR001599	Alpha-2-macroglobulin
MS3_07981	IPR009048	Alpha-macroglobulin, receptor-binding
MS3_07981	IPR011625	Alpha-2-macroglobulin, N-terminal 2
MS3_07981	IPR011626	Alpha-macroglobulin complement component
MS3_07983	IPR019095	Mediator complex, subunit Med18, metazoa/fungi
MS3_07984	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
MS3_07985	IPR018326	Rad4 beta-hairpin domain 1
MS3_07985	IPR018327	Rad4 beta-hairpin domain 2
MS3_07985	IPR018328	Rad4 beta-hairpin domain 3
MS3_07987	IPR033464	CSN8/PSMD8/EIF3K
MS3_07988	IPR002048	EF-hand domain
MS3_07989	IPR001452	SH3 domain
MS3_07989	IPR011511	Variant SH3 domain
MS3_07990	IPR000330	SNF2-related, N-terminal domain
MS3_07990	IPR001650	Helicase, C-terminal
MS3_07991	IPR011547	SLC26A/SulP transporter domain
MS3_07992	IPR000511	Cytochrome c/c1 haem-lyase
MS3_07993	IPR011547	SLC26A/SulP transporter domain
MS3_07994	IPR001623	DnaJ domain
MS3_07997	IPR003000	Sirtuin family
MS3_07999	IPR002017	Spectrin repeat
MS3_07999	IPR003108	Gas2-related domain
MS3_08000	IPR006109	Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal
MS3_08000	IPR011128	Glycerol-3-phosphate dehydrogenase, NAD-dependent, N-terminal
MS3_08001	IPR002017	Spectrin repeat
MS3_08004	IPR002048	EF-hand domain
MS3_08005	IPR019130	Macoilin
MS3_08008	IPR002933	Peptidase M20
MS3_08008	IPR011650	Peptidase M20, dimerisation domain
MS3_08010	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
MS3_08012	IPR000884	Thrombospondin type-1 (TSP1) repeat
MS3_08012	IPR007213	Methyltransferase Ppm1/Ppm2/Tcmp
MS3_08013	IPR006153	Cation/H+ exchanger
MS3_08014	IPR006153	Cation/H+ exchanger
MS3_08016	IPR006153	Cation/H+ exchanger
MS3_08017	IPR000008	C2 domain
MS3_08019	IPR001179	FKBP-type peptidyl-prolyl cis-trans isomerase domain
MS3_08019	IPR019734	Tetratricopeptide repeat
MS3_08022	IPR021418	THO complex, subunitTHOC2, C-terminal
MS3_08022	IPR021726	THO complex, subunitTHOC2, N-terminal
MS3_08022	IPR032302	THO complex subunit 2, N-terminal domain
MS3_08023	IPR006723	Islet cell autoantigen Ica1, C-terminal
MS3_08023	IPR010504	Arfaptin homology (AH) domain
MS3_08024	IPR000668	Peptidase C1A, papain C-terminal
MS3_08024	IPR012599	Peptidase C1A, propeptide
MS3_08027	IPR001433	Oxidoreductase FAD/NAD(P)-binding
MS3_08027	IPR003097	FAD-binding, type 1
MS3_08027	IPR008254	Flavodoxin/nitric oxide synthase
MS3_08028	IPR019787	Zinc finger, PHD-finger
MS3_08032	IPR000884	Thrombospondin type-1 (TSP1) repeat
MS3_08034	IPR000719	Protein kinase domain
MS3_08038	IPR002591	Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase
MS3_08039	IPR001623	DnaJ domain
MS3_08040	IPR032443	RAWUL domain
MS3_08041	IPR003439	ABC transporter-like
MS3_08041	IPR011527	ABC transporter type 1, transmembrane domain
MS3_08042	IPR007754	N-acetylglucosaminyltransferase II
MS3_08047	IPR003358	tRNA (guanine-N-7) methyltransferase, Trmb type
MS3_08048	IPR001017	Dehydrogenase, E1 component
MS3_08048	IPR005475	Transketolase-like, pyrimidine-binding domain
MS3_08048	IPR031717	Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal
MS3_08050	IPR002404	IRS-type PTB domain
MS3_08053	IPR006634	TRAM/LAG1/CLN8 homology domain
MS3_08054	IPR000719	Protein kinase domain
MS3_08056	IPR000640	Translation elongation factor EFG, V domain
MS3_08056	IPR004161	Translation elongation factor EFTu-like, domain 2
MS3_08056	IPR005517	Translation elongation factor EFG/EF2, domain IV
MS3_08056	IPR009022	Elongation factor G, III-V domain
MS3_08058	IPR000219	Dbl homology (DH) domain
MS3_08059	IPR008331	Ferritin/DPS protein domain
MS3_08060	IPR013212	Mad3/Bub1 homology region 1
MS3_08061	IPR001107	Band 7 domain
MS3_08062	IPR013809	ENTH  domain
MS3_08065	IPR006680	Amidohydrolase-related
MS3_08067	IPR001781	Zinc finger, LIM-type
MS3_08068	IPR003131	Potassium channel tetramerisation-type BTB domain
MS3_08068	IPR005821	Ion transport domain
MS3_08069	IPR005821	Ion transport domain
MS3_08071	IPR001806	Small GTPase superfamily
MS3_08073	IPR000595	Cyclic nucleotide-binding domain
MS3_08076	IPR032259	Enoyl-CoA hydratase/isomerase,  HIBYL-CoA-H type
MS3_08078	IPR007014	FUN14
MS3_08081	IPR000195	Rab-GTPase-TBC domain
MS3_08082	IPR018933	Netrin module, non-TIMP type
MS3_08085	IPR002049	Laminin EGF domain
MS3_08085	IPR008211	Laminin, N-terminal
MS3_08086	IPR019537	Transmembrane protein 65
MS3_08087	IPR001650	Helicase, C-terminal
MS3_08087	IPR011545	DEAD/DEAH box helicase domain
MS3_08087	IPR013233	Glycosylphosphatidylinositol-mannosyltransferase I, PIG-X/PBN1
MS3_08088	IPR018108	Mitochondrial substrate/solute carrier
MS3_08090	IPR000980	SH2 domain
MS3_08090	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
MS3_08090	IPR002110	Ankyrin repeat
MS3_08090	IPR020683	Ankyrin repeat-containing domain
MS3_08092	IPR003689	Zinc/iron permease
MS3_08094	IPR007273	SCAMP
MS3_08095	IPR019103	Aspartic peptidase, DDI1-type
MS3_08098	IPR008011	Complex 1 LYR protein
MS3_08102	IPR002048	EF-hand domain
MS3_08104	IPR000738	WHEP-TRS domain
MS3_08104	IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)
MS3_08104	IPR004154	Anticodon-binding
MS3_08105	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
MS3_08106	IPR022145	Domain of unknown function DUF3677
MS3_08107	IPR016137	RGS domain
MS3_08108	IPR008491	Protein of unknown function DUF773
MS3_08111	IPR000644	CBS domain
MS3_08113	IPR013098	Immunoglobulin I-set
MS3_08114	IPR003961	Fibronectin type III
MS3_08116	IPR001382	Glycoside hydrolase family 47
MS3_08117	IPR012981	PIH1 domain
MS3_08118	IPR001382	Glycoside hydrolase family 47
MS3_08121	IPR004871	Cleavage/polyadenylation specificity factor, A subunit, C-terminal
MS3_08124	IPR000198	Rho GTPase-activating protein domain
MS3_08124	IPR013098	Immunoglobulin I-set
MS3_08127	IPR023451	Thymidylate synthase/dCMP hydroxymethylase domain
MS3_08128	IPR011722	Hemimethylated DNA-binding domain
MS3_08130	IPR007474	ApaG domain
MS3_08133	IPR003226	Metal-dependent protein hydrolase
MS3_08134	IPR000651	Ras-like guanine nucleotide exchange factor, N-terminal
MS3_08134	IPR001895	Ras guanine-nucleotide exchange factors catalytic domain
MS3_08136	IPR004948	Nucleoside-triphosphatase, THEP1 type
MS3_08137	IPR021148	Polysaccharide biosynthesis domain
MS3_08141	IPR009286	Inositol-pentakisphosphate 2-kinase
MS3_08142	IPR031542	Cation channel complex component UNC80, N-terminal
MS3_08144	IPR007829	TM2 domain
MS3_08145	IPR000595	Cyclic nucleotide-binding domain
MS3_08146	IPR000595	Cyclic nucleotide-binding domain
MS3_08146	IPR000719	Protein kinase domain
MS3_08148	IPR000008	C2 domain
MS3_08148	IPR003892	Ubiquitin system component Cue
MS3_08150	IPR013633	siRNA-mediated silencing protein NRDE-2
MS3_08151	IPR000722	RNA polymerase, alpha subunit
MS3_08151	IPR007066	RNA polymerase Rpb1, domain 3
MS3_08151	IPR007080	RNA polymerase Rpb1, domain 1
MS3_08151	IPR007081	RNA polymerase Rpb1, domain 5
MS3_08151	IPR007083	RNA polymerase Rpb1, domain 4
MS3_08155	IPR001680	WD40 repeat
MS3_08156	IPR019355	Cell cycle regulator Mat89Bb
MS3_08157	IPR012615	Trematode Eggshell Synthesis
MS3_08158	IPR012615	Trematode Eggshell Synthesis
MS3_08159	IPR012615	Trematode Eggshell Synthesis
MS3_08160	IPR003119	Saposin A-type domain
MS3_08160	IPR007856	Saposin-like type B, region 1
MS3_08160	IPR008138	Saposin B type, region 2
MS3_08161	IPR012615	Trematode Eggshell Synthesis
MS3_08162	IPR001876	Zinc finger, RanBP2-type
MS3_08163	IPR001356	Homeobox domain
MS3_08167	IPR001594	Palmitoyltransferase, DHHC domain
MS3_08168	IPR007282	NOT2/NOT3/NOT5
MS3_08169	IPR000704	Casein kinase II, regulatory subunit
MS3_08170	IPR003439	ABC transporter-like
MS3_08170	IPR011527	ABC transporter type 1, transmembrane domain
MS3_08172	IPR002075	Nuclear transport factor 2
MS3_08172	IPR009038	GOLD domain
MS3_08173	IPR000504	RNA recognition motif domain
MS3_08173	IPR012921	Spen paralogue and orthologue SPOC, C-terminal
MS3_08175	IPR000313	PWWP domain
MS3_08175	IPR001214	SET domain
MS3_08175	IPR019787	Zinc finger, PHD-finger
MS3_08177	IPR001650	Helicase, C-terminal
MS3_08177	IPR011545	DEAD/DEAH box helicase domain
MS3_08177	IPR025313	Domain of unknown function DUF4217
MS3_08184	IPR000436	Sushi/SCR/CCP domain
MS3_08185	IPR012864	Cysteine oxygenase/2-aminoethanethiol dioxygenase
MS3_08186	IPR000504	RNA recognition motif domain
MS3_08188	IPR000719	Protein kinase domain
MS3_08188	IPR003961	Fibronectin type III
MS3_08188	IPR013098	Immunoglobulin I-set
MS3_08190	IPR000056	Ribulose-phosphate 3-epimerase-like
MS3_08192	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
MS3_08192	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
MS3_08192	IPR007527	Zinc finger, SWIM-type
MS3_08193	IPR024129	Sphingomyelin phosphodiesterase 4
MS3_08195	IPR002159	CD36 family
MS3_08196	IPR010796	B9 domain
MS3_08198	IPR000306	FYVE zinc finger
MS3_08198	IPR004012	RUN domain
MS3_08201	IPR000904	Sec7 domain
MS3_08201	IPR032691	Guanine nucleotide exchange factor, N-terminal
MS3_08204	IPR002319	Phenylalanyl-tRNA synthetase
MS3_08205	IPR000594	THIF-type NAD/FAD binding fold
MS3_08205	IPR032418	Ubiquitin-activating enzyme E1, FCCH domain
MS3_08205	IPR032420	Ubiquitin-activating enzyme E1, four-helix bundle
MS3_08206	IPR031567	Sin1, middle CRIM domain
MS3_08207	IPR031567	Sin1, middle CRIM domain
MS3_08208	IPR022775	AP complex, mu/sigma subunit
MS3_08208	IPR028565	Mu homology domain
MS3_08211	IPR002775	DNA/RNA-binding protein Alba-like
MS3_08212	IPR021714	Nucleolar pre-ribosomal-associated protein 1, N-terminal
MS3_08212	IPR032436	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain
MS3_08214	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
MS3_08215	IPR019366	Clusterin-associated protein-1
MS3_08217	IPR032035	Folliculin, C-terminal
MS3_08220	IPR032035	Folliculin, C-terminal
MS3_08221	IPR027377	Zinc-binding domain
MS3_08222	IPR001680	WD40 repeat
MS3_08222	IPR013258	Striatin, N-terminal
MS3_08226	IPR028124	Small acidic protein-like domain
MS3_08227	IPR000504	RNA recognition motif domain
MS3_08227	IPR032801	Peroxiredoxin-like FAM213/AAED1
MS3_08228	IPR002068	Alpha crystallin/Hsp20 domain
MS3_08229	IPR025986	RNA-polymerase II-associated protein 3-like, C-terminal domain
MS3_08229	IPR031733	Dynein attachment factor, N-terminal
MS3_08230	IPR001736	Phospholipase D/Transphosphatidylase
MS3_08231	IPR001208	MCM domain
MS3_08232	IPR001208	MCM domain
MS3_08232	IPR008045	DNA replication licensing factor Mcm2
MS3_08232	IPR027925	MCM N-terminal domain
MS3_08232	IPR033762	MCM OB domain
MS3_08235	IPR012937	FAM46 family
MS3_08236	IPR012937	FAM46 family
MS3_08237	IPR005552	Scramblase
MS3_08239	IPR018979	FERM, N-terminal
MS3_08240	IPR001452	SH3 domain
MS3_08245	IPR011665	Brf1, TBP-binding domain
MS3_08245	IPR013137	Zinc finger, TFIIB-type
MS3_08245	IPR013150	Transcription factor TFIIB, cyclin-like domain
MS3_08246	IPR031466	Migration and invasion-inhibitory protein
MS3_08251	IPR001764	Glycoside hydrolase, family 3, N-terminal
MS3_08251	IPR002772	Glycoside hydrolase family 3 C-terminal domain
MS3_08251	IPR011701	Major facilitator superfamily
MS3_08251	IPR019128	Sister chromatid cohesion protein Dcc1
MS3_08251	IPR026891	Fibronectin type III-like domain
MS3_08253	IPR003959	ATPase, AAA-type, core
MS3_08254	IPR003162	Transcription initiation factor TAFII31
MS3_08255	IPR002018	Carboxylesterase, type B
MS3_08256	IPR000315	B-box-type zinc finger
MS3_08257	IPR001619	Sec1-like protein
MS3_08258	IPR000608	Ubiquitin-conjugating enzyme E2
MS3_08260	IPR001680	WD40 repeat
MS3_08262	IPR001806	Small GTPase superfamily
MS3_08263	IPR003961	Fibronectin type III
MS3_08263	IPR013098	Immunoglobulin I-set
MS3_08264	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
MS3_08264	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
MS3_08265	IPR003961	Fibronectin type III
MS3_08266	IPR000640	Translation elongation factor EFG, V domain
MS3_08267	IPR003397	Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal protein PMP24
MS3_08268	IPR000873	AMP-dependent synthetase/ligase
MS3_08271	IPR002820	Molybdopterin cofactor biosynthesis C (MoaC) domain
MS3_08271	IPR007197	Radical SAM
MS3_08271	IPR010505	Molybdenum cofactor synthesis C-terminal
MS3_08272	IPR004343	Plus-3 domain
MS3_08274	IPR003959	ATPase, AAA-type, core
MS3_08274	IPR019337	Telomere length regulation protein, conserved domain
MS3_08275	IPR001199	Cytochrome b5-like heme/steroid binding domain
MS3_08276	IPR002172	Low-density lipoprotein (LDL) receptor class A repeat
MS3_08277	IPR000219	Dbl homology (DH) domain
MS3_08277	IPR001849	Pleckstrin homology domain
MS3_08279	IPR003656	Zinc finger, BED-type
MS3_08279	IPR008906	HAT, C-terminal dimerisation domain
MS3_08280	IPR005595	Translocon-associated protein (TRAP), alpha subunit
MS3_08281	IPR013517	FG-GAP repeat
MS3_08281	IPR013649	Integrin alpha-2
MS3_08283	IPR001863	Glypican
MS3_08286	IPR000504	RNA recognition motif domain
MS3_08286	IPR032296	Cytoplasmic polyadenylation element-binding protein, ZZ domain
MS3_08287	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_08289	IPR001611	Leucine-rich repeat
MS3_08290	IPR001978	Troponin
MS3_08291	IPR008631	Glycogen synthase
MS3_08292	IPR000994	Peptidase M24
MS3_08292	IPR007865	Aminopeptidase P, N-terminal
MS3_08293	IPR007699	SGS domain
MS3_08294	IPR007197	Radical SAM
MS3_08294	IPR031691	Lipoyl synthase, N-terminal
MS3_08296	IPR000467	G-patch domain
MS3_08297	IPR011016	Zinc finger, RING-CH-type
MS3_08298	IPR000195	Rab-GTPase-TBC domain
MS3_08301	IPR028021	Katanin p80 subunit, C-terminal
MS3_08302	IPR013618	Domain of unknown function DUF1736
MS3_08302	IPR019734	Tetratricopeptide repeat
MS3_08303	IPR001650	Helicase, C-terminal
MS3_08303	IPR011545	DEAD/DEAH box helicase domain
MS3_08306	IPR000651	Ras-like guanine nucleotide exchange factor, N-terminal
MS3_08306	IPR001895	Ras guanine-nucleotide exchange factors catalytic domain
MS3_08307	IPR019383	Golgin subfamily A member 7/ERF4
MS3_08308	IPR001214	SET domain
MS3_08309	IPR003397	Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal protein PMP24
MS3_08311	IPR029146	CST complex subunit Ten1, animal and plant type
MS3_08312	IPR020067	Frizzled domain
MS3_08313	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_08314	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_08315	IPR000602	Glycoside hydrolase family 38, N-terminal domain
MS3_08315	IPR011682	Glycosyl hydrolase family 38, C-terminal
MS3_08315	IPR015341	Glycoside hydrolase family 38, central domain
MS3_08316	IPR029008	Rab5-interacting protein family
MS3_08317	IPR011677	Domain of unknown function DUF1619
MS3_08319	IPR001577	Peptidase M8, leishmanolysin
MS3_08320	IPR001577	Peptidase M8, leishmanolysin
MS3_08321	IPR001577	Peptidase M8, leishmanolysin
MS3_08322	IPR001577	Peptidase M8, leishmanolysin
MS3_08323	IPR000845	Nucleoside phosphorylase domain
MS3_08331	IPR003439	ABC transporter-like
MS3_08331	IPR032781	ABC-transporter extension domain
MS3_08339	IPR001680	WD40 repeat
MS3_08339	IPR001791	Laminin G domain
MS3_08343	IPR001611	Leucine-rich repeat
MS3_08345	IPR001650	Helicase, C-terminal
MS3_08348	IPR001373	Cullin, N-terminal
MS3_08348	IPR019559	Cullin protein, neddylation domain
MS3_08349	IPR000594	THIF-type NAD/FAD binding fold
MS3_08351	IPR001158	DIX domain
MS3_08351	IPR014936	Axin beta-catenin binding
MS3_08351	IPR016137	RGS domain
MS3_08353	IPR003754	Tetrapyrrole biosynthesis, uroporphyrinogen III synthase
MS3_08354	IPR019149	Abhydrolase domain containing 18
MS3_08355	IPR005821	Ion transport domain
MS3_08356	IPR014026	UDP-glucose/GDP-mannose dehydrogenase, dimerisation
MS3_08356	IPR014027	UDP-glucose/GDP-mannose dehydrogenase, C-terminal
MS3_08358	IPR022755	Zinc finger, double-stranded RNA binding
MS3_08359	IPR025993	Ceramide glucosyltransferase
MS3_08361	IPR000640	Translation elongation factor EFG, V domain
MS3_08361	IPR004161	Translation elongation factor EFTu-like, domain 2
MS3_08361	IPR005517	Translation elongation factor EFG/EF2, domain IV
MS3_08361	IPR009022	Elongation factor G, III-V domain
MS3_08364	IPR013932	TATA-binding protein interacting (TIP20)
MS3_08366	IPR001781	Zinc finger, LIM-type
MS3_08367	IPR025712	Nucleoporin Nup54, alpha-helical domain
MS3_08368	IPR014720	Double-stranded RNA-binding domain
MS3_08370	IPR002698	5-formyltetrahydrofolate cyclo-ligase
MS3_08372	IPR007502	Helicase-associated domain
MS3_08372	IPR011709	Domain of unknown function DUF1605
MS3_08375	IPR006011	Syntaxin, N-terminal domain
MS3_08377	IPR018951	Fumarase C, C-terminal
MS3_08377	IPR022761	Fumarate lyase, N-terminal
MS3_08378	IPR022761	Fumarate lyase, N-terminal
MS3_08382	IPR001148	Alpha carbonic anhydrase
MS3_08383	IPR000219	Dbl homology (DH) domain
MS3_08385	IPR001873	Epithelial sodium channel
MS3_08386	IPR001564	Nucleoside diphosphate kinase
MS3_08389	IPR004443	YjeF N-terminal domain
MS3_08390	IPR001478	PDZ domain
MS3_08391	IPR002558	I/LWEQ domain
MS3_08392	IPR006575	RWD domain
MS3_08394	IPR013094	Alpha/beta hydrolase fold-3
MS3_08395	IPR000594	THIF-type NAD/FAD binding fold
MS3_08395	IPR018965	Ubiquitin-activating enzyme E1, C-terminal
MS3_08395	IPR019572	Ubiquitin-activating enzyme, catalytic cysteine domain
MS3_08395	IPR032418	Ubiquitin-activating enzyme E1, FCCH domain
MS3_08395	IPR032420	Ubiquitin-activating enzyme E1, four-helix bundle
MS3_08397	IPR000542	Acyltransferase ChoActase/COT/CPT
MS3_08398	IPR009866	NADH:ubiquinone oxidoreductase, subunit NDUFB4
MS3_08399	IPR002423	Chaperonin Cpn60/TCP-1 family
MS3_08400	IPR001623	DnaJ domain
MS3_08400	IPR024586	DnaJ-like protein C11, C-terminal
MS3_08403	IPR003439	ABC transporter-like
MS3_08403	IPR011527	ABC transporter type 1, transmembrane domain
MS3_08404	IPR018980	FERM, C-terminal PH-like domain
MS3_08405	IPR019398	Pre-rRNA-processing protein TSR2
MS3_08406	IPR001372	Dynein light chain, type 1/2
MS3_08408	IPR001752	Kinesin motor domain
MS3_08409	IPR013209	Lipin/Ned1/Smp2 (LNS2)
MS3_08409	IPR031703	Lipin, middle domain
MS3_08410	IPR027353	NET domain
MS3_08411	IPR001487	Bromodomain
MS3_08411	IPR027353	NET domain
MS3_08414	IPR001781	Zinc finger, LIM-type
MS3_08416	IPR020581	Glycine cleavage system P protein
MS3_08419	IPR020581	Glycine cleavage system P protein
MS3_08420	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
MS3_08421	IPR013136	WSTF/Acf1/Cbp146
MS3_08421	IPR018501	DDT domain
MS3_08421	IPR028941	WHIM2 domain
MS3_08421	IPR028942	WHIM1 domain
MS3_08424	IPR003185	Proteasome activator pa28, N-terminal domain
MS3_08424	IPR003186	Proteasome activator pa28, C-terminal domain
MS3_08425	IPR000717	Proteasome component (PCI) domain
MS3_08428	IPR022775	AP complex, mu/sigma subunit
MS3_08431	IPR020683	Ankyrin repeat-containing domain
MS3_08431	IPR025874	Double zinc ribbon
MS3_08432	IPR001932	PPM-type phosphatase domain
MS3_08432	IPR012911	Protein serine/threonine phosphatase 2C, C-terminal
MS3_08433	IPR007529	Zinc finger, HIT-type
MS3_08434	IPR000885	Fibrillar collagen, C-terminal
MS3_08434	IPR008160	Collagen triple helix repeat
MS3_08435	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_08436	IPR003958	Transcription factor CBF/NF-Y/archaeal histone domain
MS3_08437	IPR018108	Mitochondrial substrate/solute carrier
MS3_08440	IPR000668	Peptidase C1A, papain C-terminal
MS3_08441	IPR001680	WD40 repeat
MS3_08443	IPR001372	Dynein light chain, type 1/2
MS3_08444	IPR001372	Dynein light chain, type 1/2
MS3_08444	IPR002048	EF-hand domain
MS3_08446	IPR001372	Dynein light chain, type 1/2
MS3_08446	IPR002048	EF-hand domain
MS3_08447	IPR003100	PAZ domain
MS3_08447	IPR003165	Piwi domain
MS3_08448	IPR019787	Zinc finger, PHD-finger
MS3_08450	IPR000819	Peptidase M17, leucyl aminopeptidase, C-terminal
MS3_08451	IPR010703	Dedicator of cytokinesis, C-terminal
MS3_08451	IPR027007	DHR-1 domain
MS3_08453	IPR000644	CBS domain
MS3_08453	IPR001807	Chloride channel, voltage gated
MS3_08456	IPR001148	Alpha carbonic anhydrase
MS3_08457	IPR032735	Protein broad-minded
MS3_08458	IPR018499	Tetraspanin/Peripherin
MS3_08459	IPR000133	ER lumen protein retaining receptor
MS3_08460	IPR000866	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant
MS3_08460	IPR019479	Peroxiredoxin, C-terminal
MS3_08461	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_08463	IPR011680	Fasciculation and elongation protein zeta, FEZ
MS3_08464	IPR000719	Protein kinase domain
MS3_08466	IPR000727	Target SNARE coiled-coil homology domain
MS3_08466	IPR006011	Syntaxin, N-terminal domain
MS3_08468	IPR000175	Sodium:neurotransmitter symporter
MS3_08469	IPR000175	Sodium:neurotransmitter symporter
MS3_08470	IPR000175	Sodium:neurotransmitter symporter
MS3_08471	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
MS3_08472	IPR001580	Calreticulin/calnexin
MS3_08473	IPR001650	Helicase, C-terminal
MS3_08473	IPR011545	DEAD/DEAH box helicase domain
MS3_08473	IPR025696	rRNA-processing arch domain
MS3_08475	IPR012961	ATP-dependent RNA helicase Ski2, C-terminal
MS3_08475	IPR025696	rRNA-processing arch domain
MS3_08479	IPR004160	Translation elongation factor EFTu/EF1A, C-terminal
MS3_08479	IPR004161	Translation elongation factor EFTu-like, domain 2
MS3_08480	IPR002293	Amino acid/polyamine transporter I
MS3_08480	IPR029485	Cationic amino acid transporter, C-terminal
MS3_08481	IPR001046	NRAMP family
MS3_08482	IPR003128	Villin headpiece
MS3_08484	IPR001452	SH3 domain
MS3_08484	IPR018556	Domain of unknown function DUF2013
MS3_08486	IPR001628	Zinc finger, nuclear hormone receptor-type
MS3_08487	IPR006671	Cyclin, N-terminal
MS3_08488	IPR004367	Cyclin, C-terminal domain
MS3_08488	IPR006671	Cyclin, N-terminal
MS3_08489	IPR001628	Zinc finger, nuclear hormone receptor-type
MS3_08490	IPR016482	Protein transport protein SecG/Sec61-beta/Sbh
MS3_08495	IPR007604	CP2 transcription factor
MS3_08497	IPR004226	Tubulin binding cofactor A
MS3_08498	IPR000668	Peptidase C1A, papain C-terminal
MS3_08498	IPR014882	Cathepsin C exclusion
MS3_08499	IPR000421	Coagulation factor 5/8 C-terminal domain
MS3_08500	IPR000859	CUB domain
MS3_08502	IPR000859	CUB domain
MS3_08503	IPR014044	CAP domain
MS3_08507	IPR001774	Delta/Serrate/lag-2 (DSL) protein
MS3_08507	IPR011651	Notch ligand, N-terminal domain
MS3_08508	IPR000608	Ubiquitin-conjugating enzyme E2
MS3_08509	IPR001650	Helicase, C-terminal
MS3_08509	IPR011545	DEAD/DEAH box helicase domain
MS3_08510	IPR019375	Ribosomal protein S28, mitochondrial
MS3_08511	IPR005817	Wnt
MS3_08512	IPR006047	Glycosyl hydrolase, family 13, catalytic domain
MS3_08513	IPR008753	Peptidase M13, N-terminal domain
MS3_08517	IPR020683	Ankyrin repeat-containing domain
MS3_08519	IPR000595	Cyclic nucleotide-binding domain
MS3_08519	IPR003117	cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain
MS3_08522	IPR013721	STAG
MS3_08524	IPR001452	SH3 domain
MS3_08524	IPR012849	Abl-interactor, homeo-domain homologous domain
MS3_08528	IPR010531	Zinc finger protein NOA36
MS3_08529	IPR000719	Protein kinase domain
MS3_08529	IPR000959	POLO box domain
