ipro_id	ipro_descr
IPR010442	PET domain
IPR006909	Rad21/Rec8-like protein, C-terminal, eukaryotic
IPR006910	Rad21/Rec8-like protein, N-terminal
IPR001790	Ribosomal protein L10P
IPR005365	Nitrogen permease regulator 3
IPR012901	N2227-like
IPR019177	Golgin subfamily A member 5
IPR032815	Peptidase S8, pro-domain
IPR000928	SNAP-25
IPR025663	A-kinase anchor protein 28kDa
IPR029488	Hemingway/KIAA1430
IPR007276	Nucleolar protein 14
IPR021827	Nucleoporin Nup186/Nup192/Nup205
IPR013599	TRAM1-like protein
IPR019175	Prp31 C-terminal
IPR001040	Translation Initiation factor eIF- 4e
IPR001429	P2X purinoreceptor
IPR005011	SNU66/SART1 family
IPR014906	Pre-mRNA processing factor 4 (PRP4)-like
IPR002172	Low-density lipoprotein (LDL) receptor class A repeat
IPR003350	CUT domain
IPR013791	RNA 3'-terminal phosphate cyclase, insert domain
IPR023797	RNA 3'-terminal phosphate cyclase domain
IPR029260	Dual specificity/tyrosine protein phosphatase, N-terminal
IPR007268	Rad9/Ddc1
IPR018203	GDP dissociation inhibitor
IPR012911	Protein serine/threonine phosphatase 2C, C-terminal
IPR032053	Mitochondrial 28S ribosomal protein S34
IPR025704	E3 ubiquitin ligase, UBR4
IPR006789	Actin-related protein 2/3 complex subunit 5
IPR013221	Mur ligase, central
IPR002908	Frataxin/CyaY
IPR006102	Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich
IPR023214	HAD-like domain
IPR015894	Guanylate-binding protein, N-terminal
IPR013651	ATP-grasp fold, RimK-type
IPR001731	Delta-aminolevulinic acid dehydratase
IPR030382	SAM-dependent methyltransferase TRM5/TYW2-type
IPR006573	Neuralized homology repeat (NHR) domain
IPR019155	Uncharacterised protein family FPL
IPR013947	Mediator complex, subunit Med14
IPR033471	DIRP domain
IPR005491	ENT domain
IPR018972	Sas10 C-terminal domain
IPR031656	Alpha-glycerophosphate oxidase, C-terminal
IPR022413	ATP:guanido phosphotransferase, N-terminal
IPR022414	ATP:guanido phosphotransferase, catalytic domain
IPR002369	Integrin beta subunit, VWA domain
IPR013111	EGF-like domain, extracellular
IPR014836	Integrin beta subunit, cytoplasmic domain
IPR001380	Ribosomal protein L13e
IPR003890	MIF4G-like, type 3
IPR010736	Sperm-tail PG-rich repeat
IPR026721	Transmembrane protein 18
IPR027887	Protein of unknown function DUF4464
IPR001441	Decaprenyl diphosphate synthase-like
IPR006153	Cation/H+ exchanger
IPR021911	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523
IPR004108	Iron hydrogenase, large subunit, C-terminal
IPR013538	Activator of Hsp90 ATPase homologue 1-like
IPR015310	Activator of Hsp90 ATPase, N-terminal
IPR013821	Potassium channel, voltage dependent, KCNQ, C-terminal
IPR018022	tRNA dimethylallyltransferase
IPR014883	VRR-NUC domain
IPR013906	Eukaryotic translation initiation factor 3 subunit J
IPR010286	Ribosomal RNA large subunit methyltransferase F-like
IPR018974	Tex-like protein, N-terminal
IPR032639	Tex protein, YqgF-like domain
IPR032878	Vacuole morphology and inheritance protein 14, Fab1-binding region
IPR002915	DeoC/FbaB/ lacD aldolase
IPR019034	Uncharacterised protein family UPF0390
IPR029135	Protein phosphatase 1 regulatory subunit 35, C-terminal
IPR019150	Vesicle transport protein, Use1
IPR002833	Peptidyl-tRNA hydrolase, PTH2
IPR001404	Heat shock protein Hsp90 family
IPR019007	WW domain binding protein 11
IPR019311	Protein of unknown function DUF2362
IPR008594	Scavenger mRNA decapping enzyme DcpS/DCS2
IPR002877	Ribosomal RNA methyltransferase FtsJ domain
IPR007404	LexA-binding, inner membrane-associated putative hydrolase
IPR013937	Sorting nexin, C-terminal
IPR012955	CASP, C-terminal
IPR013719	Domain of unknown function DUF1747
IPR024954	SSRP1 domain
IPR007005	XAP5 protein
IPR029357	Spermatogenesis-associated protein 7
IPR013881	Pre-mRNA-splicing factor 3
IPR019131	Cortactin-binding protein-2, N-terminal
IPR000697	WH1/EVH1 domain
IPR019377	NADH-ubiquinone oxidoreductase, subunit 10
IPR015151	Beta-adaptin appendage, C-terminal subdomain
IPR005480	Carbamoyl-phosphate synthetase, large subunit oligomerisation domain
IPR006656	Molybdopterin oxidoreductase
IPR015405	NADH-quinone oxidoreductase, chain G, C-terminal
IPR019574	NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding
IPR007064	NMD3
IPR013717	PIG-P
IPR007258	Vps52
IPR003196	Transcription initiation factor IIF, beta subunit
IPR002885	Pentatricopeptide repeat
IPR004327	Phosphotyrosyl phosphatase activator, PTPA
IPR033121	Peptidase family A1 domain
IPR018607	Chromosome transmission fidelity protein 8
IPR032401	Enhancer of mRNA-decapping protein 4, WD40 repeat region
IPR013079	6-phosphofructo-2-kinase
IPR013029	Domain of unknown function DUF933
IPR006818	Histone chaperone ASF1-like
IPR022383	Lactate/malate dehydrogenase, C-terminal
IPR008336	DNA topoisomerase I, DNA binding, eukaryotic-type
IPR013500	DNA topoisomerase I, catalytic core, eukaryotic-type
IPR025834	Topoisomerase I C-terminal domain
IPR007234	Vps53-like, N-terminal
IPR006085	XPG N-terminal
IPR006086	XPG-I domain
IPR018732	Dpy-19/Dpy-19-like
IPR005633	Ribosomal protein L23/L25, N-terminal
IPR012314	Peptidase M12B, GON-ADAMTSs
IPR010422	Coiled-coil domain-containing protein 124
IPR032442	Cytoplasmic tRNA 2-thiolation protein 1, C-terminal
IPR004152	GAT domain
IPR011430	Down-regulated-in-metastasis protein
IPR008672	Spindle assembly checkpoint component Mad1
IPR002761	Diphthamide synthase domain
IPR019365	TVP18/Calcium channel flower
IPR031658	Cyclin, C-terminal domain 2
IPR002123	Phospholipid/glycerol acyltransferase
IPR032098	Acyltransferase, C-terminal domain
IPR005517	Translation elongation factor EFG/EF2, domain IV
IPR031950	116kDa U5 small nuclear ribonucleoprotein component, N-terminal
IPR032781	ABC-transporter extension domain
IPR019192	Ribosomal protein L28/L40, mitochondrial
IPR011107	Protein phosphatase inhibitor
IPR005366	ER membrane protein complex subunit 8/9
IPR010405	Cofactor of BRCA1
IPR006911	Armadillo repeat-containing domain
IPR014929	E2 binding
IPR001104	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal
IPR032770	Domain of unknown function DUF4537
IPR013855	Cdc37, N-terminal domain
IPR013873	Cdc37, C-terminal
IPR013524	Runt domain
IPR015256	Translation initiation factor 2, gamma subunit, C-terminal
IPR035075	PRMT5 arginine-N-methyltransferase
IPR003822	Paired amphipathic helix
IPR013194	Histone deacetylase interacting domain
IPR031693	Sin3, C-terminal
IPR008496	Protein of unknown function DUF778
IPR001915	Peptidase M48
IPR032456	CAAX prenyl protease 1, N-terminal
IPR031470	Centrosomal protein Cep63/Deup1, N-terminal
IPR001602	Uncharacterised protein family UPF0047
IPR007217	Per1-like
IPR001820	Protease inhibitor I35 (TIMP)
IPR003114	Phox-associated domain
IPR012908	GPI inositol-deacylase PGAP1-like
IPR009567	Store-operated calcium entry-associated regulatory factor
IPR001698	F-actin-capping protein subunit beta
IPR019038	DNA polymerase subunit Cdc27
IPR021298	Protein of unknown function DUF2870
IPR008606	Eukaryotic translation initiation factor 4E binding
IPR002539	MaoC-like domain
IPR012926	TMPIT-like
IPR008331	Ferritin/DPS protein domain
IPR006797	PRELI/MSF1 domain
IPR001667	DDH domain
IPR004097	DHHA2 domain
IPR023184	Ubiquinol-cytochrome C reductase hinge domain
IPR013577	Lethal giant larvae homologue 2
IPR013078	Histidine phosphatase superfamily, clade-1
IPR002495	Glycosyl transferase, family 8
IPR001962	Asparagine synthase
IPR010756	Hepatocellular carcinoma-associated antigen 59
IPR009772	Cell division cycle protein 123
IPR002546	Myogenic basic muscle-specific protein
IPR004855	Transcription factor IIA, alpha/beta subunit
IPR027789	Syndecan/Neurexin domain
IPR026258	Signal recognition particle subunit SRP68
IPR006628	Purine-rich element binding protein family
IPR007862	Adenylate kinase, active site lid domain
IPR004143	Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain
IPR002657	Bile acid:sodium symporter/arsenical resistance protein  Acr3
IPR027521	U6 snRNA phosphodiesterase Usb1
IPR014898	Zinc finger, C2H2, LYAR-type
IPR000425	Major intrinsic protein
IPR002769	Translation initiation factor IF6
IPR004841	Amino acid permease/ SLC12A domain
IPR018491	SLC12A transporter, C-terminal
IPR009976	Exocyst complex component Sec10-like
IPR007638	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2
IPR019189	Ribosomal protein L27/L41, mitochondrial
IPR001739	Methyl-CpG DNA binding
IPR015163	Cdc6, C-terminal
IPR013697	DNA polymerase epsilon, catalytic subunit A, C-terminal
IPR029264	ARF7 effector protein, C-terminal
IPR029448	Fanconi anaemia protein FANCD2
IPR003118	Pointed domain
IPR002015	Proteasome/cyclosome repeat
IPR007180	Domain of unknown function DUF382
IPR024668	GA-binding protein alpha subunit, N-terminal
IPR008853	TMEM9
IPR001604	DNA/RNA non-specific endonuclease
IPR001073	C1q domain
IPR007747	Menin
IPR022788	Uncharacterised protein family UPF0184
IPR006145	Pseudouridine synthase, RsuA/RluB/C/D/E/F
IPR003734	Domain of unknown function DUF155
IPR001466	Beta-lactamase-related
IPR024332	MOZART2 family
IPR006828	Association with the SNF1 complex (ASC) domain
IPR032640	AMP-activated protein kinase, glycogen-binding domain
IPR013912	Adenylate cyclase-associated CAP, C-terminal
IPR012479	SAP30-binding protein
IPR005045	CDC50/LEM3 family
IPR001147	Ribosomal protein L21e
IPR000863	Sulfotransferase domain
IPR021930	Heparan sulphate-N-deacetylase
IPR012561	Ferlin B-domain
IPR003172	MD-2-related lipid-recognition domain
IPR014816	tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14
IPR014030	Beta-ketoacyl synthase, N-terminal
IPR014031	Beta-ketoacyl synthase, C-terminal
IPR020897	Synapsin, pre-ATP-grasp domain
IPR020898	Synapsin, ATP-binding domain
IPR026065	FAM60A
IPR004307	TspO/MBR-related protein
IPR007144	Small-subunit processome, Utp11
IPR031933	UPF0767 family
IPR008688	ATP synthase, F0 complex, subunit B/MI25
IPR004934	Tropomodulin
IPR007148	Small-subunit processome, Utp12
IPR027884	Domain of unknown function DUF4614
IPR022194	Protein of unknown function DUF3719
IPR028034	Domain of unknown function DUF4496
IPR001684	Ribosomal protein L27
IPR001515	Ribosomal protein L32e
IPR006906	Timeless protein
IPR007725	Timeless C-terminal
IPR003738	SOS response associated peptidase (SRAP)
IPR018105	Translationally controlled tumour protein
IPR029003	CENP-S/Mhf1
IPR019173	NADH:ubiquinone oxidoreductase, NDUFB5/SGDH subunit
IPR009635	Neural proliferation differentiation control-1
IPR008015	GMP phosphodiesterase, delta subunit
IPR018119	Strictosidine synthase, conserved region
IPR006114	6-phosphogluconate dehydrogenase, C-terminal
IPR006115	6-phosphogluconate dehydrogenase, NADP-binding
IPR015871	Transcription initiation factor IIA, gamma subunit, C-terminal
IPR015872	Transcription initiation factor IIA, gamma subunit, N-terminal
IPR009961	Protein of unknown function DUF1487
IPR001901	Protein translocase complex, SecE/Sec61-gamma subunit
IPR012560	Ferlin A-domain
IPR012968	FerIin domain
IPR032362	Ferlin, C-terminal domain
IPR006561	DZF domain
IPR008814	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1
IPR007203	ORMDL family
IPR011496	Beta-N-acetylglucosaminidase
IPR032016	Protein of unknown function DUF4796
IPR005599	GPI mannosyltransferase
IPR032282	Hydroxyacylglutathione hydrolase, C-terminal domain
IPR012974	NOP5, N-terminal
IPR019382	Translation initiation factor 3 complex subunit L
IPR013260	mRNA splicing factor SYF2
IPR014881	Nin one binding (NOB1) Zn-ribbon-like
IPR033411	Ribonuclease, PIN domain
IPR002744	MIP18 family-like
IPR018392	LysM domain
IPR028928	CC2D2A, N-terminal, C2 domain
IPR009539	Vang-like protein
IPR000341	Phosphatidylinositol 3-kinase Ras-binding (PI3K RBD) domain
IPR003113	Phosphatidylinositol 3-kinase adaptor-binding (PI3K ABD) domain
IPR019139	Leucine-rich repeat flightless-interacting protein 1/2
IPR004871	Cleavage/polyadenylation specificity factor, A subunit, C-terminal
IPR033768	Hydin adenylate kinase-like domain
IPR001135	NADH-quinone oxidoreductase, subunit D
IPR006933	HAP1, N-terminal
IPR001854	Ribosomal protein L29/L36
IPR014877	CRM1 C-terminal domain
IPR012466	NECAP, PHear domain
IPR005813	Ribosomal protein L20
IPR000959	POLO box domain
IPR001250	Mannose-6-phosphate isomerase, type I
IPR019345	Armet protein
IPR031633	DNA replication complex GINS protein SLD5, C-terminal
IPR004139	Glycosyl transferase, family 13
IPR009613	Lipase maturation factor
IPR020602	GTP cyclohydrolase I domain
IPR033772	UPA domain
IPR005643	Jun-like transcription factor
IPR005844	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
IPR005845	Alpha-D-phosphohexomutase, alpha/beta/alpha domain II
IPR005846	Alpha-D-phosphohexomutase, alpha/beta/alpha domain III
IPR026541	MRG domain
IPR001975	Ribosomal protein L40e
IPR001607	Zinc finger, UBP-type
IPR014038	Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange domain
IPR018940	Elongation factor 1 beta central acidic region, eukaryote
IPR015224	Talin, central
IPR007235	Glycosyl transferase, family 28, C-terminal
IPR029412	Centrosomal protein of 19kDa
IPR003021	Rad1/Rec1/Rad17
IPR018794	Uncharacterised protein family UPF0538
IPR010675	RNA methyltransferase bin3, C-terminal
IPR005155	Ribosome biogenesis factor NIP7-like
IPR026767	Transmembrane protein 151
IPR020097	Pseudouridine synthase I, TruA, alpha/beta domain
IPR010504	Arfaptin homology (AH) domain
IPR009947	NADH:ubiquinone oxidoreductase subunit B14.5a
IPR025246	Transposase IS30-like HTH domain
IPR019197	Biotin-protein ligase, N-terminal
IPR005146	B3/B4 tRNA-binding domain
IPR005147	tRNA synthetase, B5-domain
IPR024205	Mst1 SARAH domain
IPR016576	Ribosomal protein 63, mitochondrial
IPR009076	FKBP12-rapamycin binding domain
IPR024585	Domain of unknown function DUF3385,  target of rapamycin protein
IPR028159	RPA-interacting protein, C-terminal domain
IPR032337	Cell-cycle alteration and expression-elevated protein in tumour
IPR004123	Dim1 family
IPR013935	TRAPP II complex, Trs120
IPR000701	Succinate dehydrogenase/fumarate reductase type B, transmembrane subunit
IPR013234	PIGA, GPI anchor biosynthesis
IPR009617	Seipin family
IPR029489	O-GlcNAc transferase, C-terminal
IPR000001	Kringle
IPR031569	Apextrin, C-terminal domain
IPR025593	Growth arrest-specific protein 8
IPR027815	10TM putative phosphate transporter, cytosolic domain
IPR032880	Calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain
IPR029315	FANCI solenoid 2 domain
IPR009422	Gemin6
IPR031736	Elongin A binding-protein 1
IPR007255	Conserved oligomeric Golgi complex subunit 8
IPR019144	Membralin
IPR015416	Zinc finger, H2C2-type, histone UAS binding
IPR006137	NADH:ubiquinone oxidoreductase-like, 20kDa subunit
IPR002737	MEMO1 family
IPR002818	DJ-1/PfpI
IPR019035	Mediator complex, subunit Med12
IPR021990	Mediator complex, subunit Med12, LCEWAV-domain
IPR013637	Lysine-specific demethylase-like domain
IPR000509	Ribosomal protein L36e
IPR032263	ATP-citrate synthase, citrate-binding domain
IPR032396	Spindle assembly abnormal protein 6, N-terminal
IPR033756	Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35
IPR009535	Phospholipase C-beta, conserved site
IPR019369	Protein-lysine N-methyltransferase Efm5
IPR000572	Oxidoreductase, molybdopterin-binding domain
IPR005066	Moybdenum cofactor oxidoreductase, dimerisation
IPR013699	Signal recognition particle, SRP72 subunit, RNA-binding
IPR031545	Putative TPR-like repeat
IPR007972	Mitochondrial fission regulator 1
IPR002652	Importin-alpha, importin-beta-binding domain
IPR032413	Atypical Arm repeat
IPR021841	Vacuolar protein 14 C-terminal Fig4-binding domain
IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal
IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal
IPR029004	Ribosomal L28e/Mak16
IPR012423	Chromatin modification-related protein Eaf7/MRGBP
IPR006775	Glycosyl-hydrolase family 116, catalytic region
IPR024462	Glycosyl-hydrolase family 116, N-terminal
IPR018544	Protein of unknown function DUF2003
IPR022175	Breast carcinoma amplified sequence 3
IPR018609	Bud13
IPR022677	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal
IPR021980	Transcription factor homeodomain, male germ-cell
IPR014797	CKK domain
IPR000473	Ribosomal protein L36
IPR012462	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2
IPR003690	Transcription termination factor, mitochondrial/chloroplastic
IPR031410	Protein phosphatase 1 regulatory subunit 32
IPR007192	Cdc23
IPR008042	Retrotransposon, Pao
IPR019540	Phosphatidylinositol-glycan biosynthesis class S protein
IPR005189	Focal adhesion kinase, targeting (FAT) domain
IPR012961	ATP-dependent RNA helicase Ski2, C-terminal
IPR010326	Exocyst complex component EXOC3/Sec6
IPR006629	LPS-induced tumour necrosis factor alpha factor
IPR015324	Ribosomal protein Rsm22-like
IPR025271	Domain of unknown function DUF4061
IPR019333	Integrator complex subunit 3
IPR019438	Potential Queuosine, Q, salvage protein family
IPR000562	Fibronectin, type II, collagen-binding
IPR012459	Ribosomal RNA-processing protein 15
IPR002634	BolA protein
IPR009462	Domain of unknown function DUF1086
IPR012957	CHD, C-terminal 2
IPR004203	Cytochrome c oxidase subunit IV family
IPR025136	Domain of unknown function DUF4071
IPR019528	Pericentrin/AKAP-450 centrosomal targeting domain
IPR006571	TLDc domain
IPR001015	Ferrochelatase
IPR011656	Notch, NODP domain
IPR004167	E3-binding domain
IPR012308	DNA ligase, ATP-dependent, N-terminal
IPR012309	DNA ligase, ATP-dependent, C-terminal
IPR012310	DNA ligase, ATP-dependent, central
IPR021536	DNA ligase IV domain
IPR032570	Splicing factor 1, helix-hairpin domain
IPR018619	Hyccin
IPR020630	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain
IPR020631	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain
IPR002659	Glycosyl transferase, family 31
IPR014808	DNA replication factor Dna2, N-terminal
IPR005108	HELP
IPR018782	Essential MCU regulator, mitochondrial
IPR032440	40S ribosomal protein S11, N-terminal
IPR007196	CCR4-Not complex component, Not1, C-terminal
IPR024557	CCR4-Not complex, Not1 subunit, domain of unknown function DUF3819
IPR032193	CCR4-NOT transcription complex subunit 1, TTP binding domain
IPR016071	Staphylococcal nuclease (SNase-like), OB-fold
IPR002876	Transcriptional regulator TACO1-like
IPR026937	Strawberry notch, helicase C domain
IPR005814	Aminotransferase class-III
IPR002872	Proline dehydrogenase domain
IPR013085	U1-C, C2H2-type zinc finger
IPR021869	Ribonuclease Zc3h12a-like, NYN domain
IPR006169	GTP1/OBG domain
IPR001310	Histidine triad (HIT) protein
IPR019397	Uncharacterised protein family TMEM39
IPR029382	Lysosomal transcription factor, NCU-G1
IPR001171	Ergosterol biosynthesis ERG4/ERG24
IPR021622	Afadin/alpha-actinin-binding
IPR024951	Sulphate adenylyltransferase catalytic domain
IPR025980	ATP-sulfurylase PUA-like domain
IPR013216	Methyltransferase type 11
IPR022049	FAM69, protein-kinase domain
IPR014876	DEK, C-terminal
IPR014020	Tensin phosphatase, C2 domain
IPR021852	Domain of unknown function DUF3456
IPR009787	Protein jagunal
IPR025749	Sphingomyelin synthase-like domain
IPR004098	Prp18
IPR019522	Phosphoinositide 3-kinase regulatory subunit 5/6
IPR007238	DNA primase large subunit, eukaryotic/archaeal
IPR007239	Autophagy-related protein 5
IPR005013	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48kDa subunit
IPR007229	Nicotinate phosphoribosyltransferase family
IPR019145	Mediator complex, subunit Med10
IPR002893	Zinc finger, MYND-type
IPR015898	G-protein gamma-like domain
IPR026120	Transmembrane protein 11
IPR008162	Inorganic pyrophosphatase
IPR015194	ISWI, HAND domain
IPR015195	SLIDE domain
IPR012989	SEP domain
IPR002164	Nucleosome assembly protein (NAP)
IPR031651	Domain of unknown function DUF4709
IPR019364	Mediator complex, subunit Med8, fungi/metazoa
IPR024324	Condensin complex subunit 1, N-terminal
IPR006885	NADH dehydrogenase ubiquinone Fe-S protein 4, mitochondrial
IPR013272	Vps72/YL1, C-terminal
IPR005052	Legume-like lectin
IPR002579	Peptide methionine sulphoxide reductase MrsB
IPR008146	Glutamine synthetase, catalytic domain
IPR008147	Glutamine synthetase, beta-Grasp domain
IPR006314	Dyp-type peroxidase
IPR014886	La protein, RNA-binding domain
IPR025977	Nuclear condensin complex subunit 3, C-terminal domain
IPR007248	Mpv17/PMP22
IPR008699	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8
IPR011421	BCNT-C domain
IPR001876	Zinc finger, RanBP2-type
IPR011108	Zn-dependent metallo-hydrolase, RNA specificity domain
IPR021718	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
IPR022712	Beta-Casp domain
IPR026947	Ubinuclein middle domain
IPR031814	ALG11 mannosyltransferase, N-terminal
IPR009600	GPI transamidase subunit PIG-U
IPR022780	Dynein family light intermediate chain
IPR019152	Protein of unknown function DUF2046
IPR019399	Parkin co-regulated protein
IPR024131	Uncharacterised protein family UPF0489
IPR000793	ATP synthase, alpha subunit, C-terminal
IPR024336	tRNA-splicing endonuclease, subunit Sen54, N-terminal
IPR007810	Pep3/Vps18/deep orange
IPR003173	Transcriptional coactivator p15 (PC4)
IPR022088	Intraflagellar transport complex B protein 46
IPR029314	FANCI solenoid 4 domain
IPR021773	Foie gras liver health family 1
IPR025876	Trafficking protein particle complex subunit 11, C-terminal
IPR006588	Peptide N glycanase, PAW domain
IPR008858	TROVE domain
IPR009548	Protein of unknown function DUF1168
IPR022209	Pre-mRNA splicing factor
IPR015883	Glycoside hydrolase family 20, catalytic domain
IPR029019	Beta-hexosaminidase, eukaryotic type, N-terminal
IPR019411	MMM1 domain
IPR032778	Growth factor receptor domain 4
IPR032296	Cytoplasmic polyadenylation element-binding protein, ZZ domain
IPR015153	EF-hand domain, type 1
IPR015154	EF-hand domain, type 2
IPR008905	Eukaryotic translation initiation factor 3 subunit C, N-terminal domain
IPR000631	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
IPR005835	Nucleotidyl transferase domain
IPR027012	Enkurin domain
IPR001453	MoaB/Mog domain
IPR005110	MoeA, N-terminal and linker domain
IPR002498	Phosphatidylinositol-4-phosphate 5-kinase, core
IPR010684	RNA polymerase II transcription factor SIII, subunit A
IPR008010	Tapt1 family
IPR001796	Dihydrofolate reductase domain
IPR001727	Gdt1 family
IPR000781	Enhancer of rudimentary
IPR000589	Ribosomal protein S15
IPR012606	Ribosomal protein S13/S15, N-terminal
IPR028011	Domain of unknown function DUF4476
IPR025696	rRNA-processing arch domain
IPR004859	Putative 5-3 exonuclease
IPR005579	Cgr1-like
IPR024253	Phosducin, thioredoxin-like domain
IPR027867	Protein of unknown function DUF4540
IPR019351	Protein of unknown function DUF2039
IPR014012	Helicase/SANT-associated domain
IPR003228	Transcription initiation factor TFIID, subunit 12
IPR007758	Nucleoporin, NSP1-like, C-terminal
IPR029332	PEHE domain
IPR018784	Learning associated protein 18-like
IPR001978	Troponin
IPR019447	DNA/RNA-binding protein Kin17, conserved domain
IPR019605	Misato Segment II tubulin-like domain
IPR029209	DML1/Misato, tubulin domain
IPR032817	Mon2, C-terminal
IPR010440	Lipopolysaccharide kinase
IPR001305	Heat shock protein DnaJ, cysteine-rich domain
IPR033473	Protein FAM214/SPAC3H8.04, C-terminal
IPR019362	Methylmalonic aciduria and homocystinuria type D protein
IPR019451	RNA polymerase II assembly factor Rtp1, C-terminal
IPR007946	A1 cistron-splicing factor, AAR2
IPR001865	Ribosomal protein S2
IPR013650	ATP-grasp fold, succinyl-CoA synthetase-type
IPR007822	Lanthionine synthetase C-like
IPR007587	SIT4 phosphatase-associated protein family
IPR002625	Smr domain
IPR032072	Protein of unknown function DUF4807
IPR012476	GLE1-like
IPR002759	Ribonuclease P/MRP protein subunit
IPR019183	N-acetyltransferase B complex, non-catalytic subunit
IPR008685	Centromere protein Mis12
IPR013255	Chromosome segregation protein Spc25
IPR018881	Uncharacterised protein family UPF0565
IPR023321	PINIT domain
IPR012937	FAM46 family
IPR002637	Ham1-like protein
IPR019388	Fat storage-inducing transmembrane protein
IPR004166	MHCK/EF2 kinase
IPR025986	RNA-polymerase II-associated protein 3-like, C-terminal domain
IPR001156	Transferrin-like domain
IPR005100	Transcription elongation factor Spt5, NGN domain
IPR022581	Spt5 transcription elongation factor, N-terminal
IPR002654	Glycosyl transferase, family 25
IPR007023	Ribosomal biogenesis regulatory protein
IPR003448	Molybdopterin biosynthesis MoaE
IPR019349	Ribosomal protein S24/S35, mitochondrial, conserved domain
IPR007914	Uncharacterised protein family UPF0193
IPR019443	FMP27,  C-terminal
IPR005344	TMEM33/Pom33 family
IPR024974	Sde2 N-terminal domain
IPR022735	Domain of unknown function DUF3585
IPR009464	PCAF, N-terminal
IPR020070	Ribosomal protein L9, N-terminal
IPR013718	COQ9
IPR019185	Integral membrane protein SYS1-related
IPR006674	HD domain
IPR019328	GPI-GlcNAc transferase complex, PIG-H component, conserved domain
IPR001648	Ribosomal protein S18
IPR014893	Ku, C-terminal
IPR012419	Cas1p 10 TM acyl transferase domain
IPR009073	Co-chaperone HscB, C-terminal oligomerisation domain
IPR009465	Spondin, N-terminal
IPR032393	Stromal interaction molecule, Orai1-activating region
IPR005502	ADP-ribosylation/Crystallin J1
IPR003874	CDC45 family
IPR000352	Peptide chain release factor class I/class II
IPR005139	Peptide chain release factor
IPR019396	Transmembrane Fragile-X-F-associated protein
IPR007866	TRIC channel
IPR001599	Alpha-2-macroglobulin
IPR009048	Alpha-macroglobulin, receptor-binding
IPR011625	Alpha-2-macroglobulin, N-terminal 2
IPR011626	Alpha-macroglobulin complement component
IPR019095	Mediator complex, subunit Med18, metazoa/fungi
IPR018326	Rad4 beta-hairpin domain 1
IPR018327	Rad4 beta-hairpin domain 2
IPR018328	Rad4 beta-hairpin domain 3
IPR000511	Cytochrome c/c1 haem-lyase
IPR006109	Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal
IPR019130	Macoilin
IPR002933	Peptidase M20
IPR011650	Peptidase M20, dimerisation domain
IPR007213	Methyltransferase Ppm1/Ppm2/Tcmp
IPR021418	THO complex, subunitTHOC2, C-terminal
IPR021726	THO complex, subunitTHOC2, N-terminal
IPR032302	THO complex subunit 2, N-terminal domain
IPR006723	Islet cell autoantigen Ica1, C-terminal
IPR012599	Peptidase C1A, propeptide
IPR007754	N-acetylglucosaminyltransferase II
IPR003358	tRNA (guanine-N-7) methyltransferase, Trmb type
IPR031717	Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal
IPR009022	Elongation factor G, III-V domain
IPR013212	Mad3/Bub1 homology region 1
IPR032259	Enoyl-CoA hydratase/isomerase,  HIBYL-CoA-H type
IPR007014	FUN14
IPR019537	Transmembrane protein 65
IPR013233	Glycosylphosphatidylinositol-mannosyltransferase I, PIG-X/PBN1
IPR019103	Aspartic peptidase, DDI1-type
IPR000738	WHEP-TRS domain
IPR022145	Domain of unknown function DUF3677
IPR008491	Protein of unknown function DUF773
IPR011722	Hemimethylated DNA-binding domain
IPR007474	ApaG domain
IPR004948	Nucleoside-triphosphatase, THEP1 type
IPR021148	Polysaccharide biosynthesis domain
IPR009286	Inositol-pentakisphosphate 2-kinase
IPR031542	Cation channel complex component UNC80, N-terminal
IPR003892	Ubiquitin system component Cue
IPR013633	siRNA-mediated silencing protein NRDE-2
IPR019355	Cell cycle regulator Mat89Bb
IPR003119	Saposin A-type domain
IPR000704	Casein kinase II, regulatory subunit
